screen_id,group,module,route,title,presentation,params,result,required_states,primary_components,notes,requirement_ids,source,status,implementation_evidence,verification_evidence,target_phase
IMP-009,导入,:feature:transfer,import/{operationId}/result,导入结果,fullScreen,operationId:StableId,,success | partialNotAllowed | failed | rolledBack,ResultHero | ImportedCounts | Warnings | OpenJournalAction | RollbackBatchAction,,REQ-005 | REQ-073,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P28
IMP-010,导入,:feature:transfer,import/history,导入历史,fullScreen,,,content | empty,ImportHistoryList | RollbackEligibilityBadge,,REQ-073,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P28
EXP-001,导出,:feature:transfer,export/type,选择导出内容,fullScreen,,,content,ExportTypeCards | CurrentFilterSummary,,REQ-074,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P29
EXP-002,导出,:feature:transfer,export/{operationId}/fields,导出字段,fullScreen,operationId:StableId,,editing | valid,FieldSelectionList | SensitiveLocationToggle | VaultExclusionNotice,,REQ-074,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P29
EXP-003,导出,:feature:transfer,export/{operationId}/destination,保存位置,fullScreen,operationId:StableId,,content | permissionRevoked | nameConflict,SystemDestinationPicker | FileNameField | OverwriteWarning | StartExportAction,,REQ-074,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P29
EXP-004,导出,:feature:transfer,export/{operationId}/progress,导出,fullScreen,operationId:StableId,,running | cancelRequested | failed | succeeded,OperationProgressPanel | OpenFileAction | ShareAction,,REQ-074 | REQ-084,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P29
BKP-001,备份,:feature:transfer,backup,备份,fullScreen,,,configured | notConfigured | running | failed | permissionRevoked,BackupStatusHero | RepositorySummary | BackupPolicySummary | RecentBackupList | BackupNowAction,,REQ-003 | REQ-074 | REQ-075 | REQ-084,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P30
BKP-002,备份,:feature:transfer,backup/repository,备份位置,fullScreen,,,editing | driveAuthRequired | permissionRevoked,LocalRepositoryOption | GoogleDriveOption | SystemDirectoryPicker | AuthorizationStatus,,REQ-003 | REQ-074 | REQ-075,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P30
BKP-003,备份,:feature:transfer,backup/recovery-password,恢复密码,fullScreen,,,create | change | invalid | reEncrypting,PasswordField | PasswordStrengthRules | NoRecoveryWarning | ConfirmPassword | HistoricalReencryptChoice,,REQ-003 | REQ-074 | REQ-075,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P30
BKP-004,备份,:feature:transfer,backup/settings,备份设置,fullScreen,,,content | vaultPasswordRequired,AutoBackupToggle | RetentionFields | IncludeVaultToggle | NetworkPolicy | StickySaveBar,,REQ-003 | REQ-074 | REQ-075,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P30
BKP-005,备份,:feature:transfer,backup/list,备份历史,fullScreen,,,content | empty | loadingRemote,BackupSnapshotList | VerificationBadge | RepositoryFilter,,REQ-003 | REQ-074 | REQ-075,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P30
BKP-006,备份,:feature:transfer,backup/{snapshotId},备份详情,fullScreen,snapshotId:StableId,,verified | unverified | corrupt | remoteUnavailable,SnapshotSummary | IntegrityStatus | ContentsSummary | RestoreAction | DeleteAction,,REQ-003 | REQ-074 | REQ-075,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P30
BKP-007,备份,:feature:transfer,backup/manual,创建备份,fullScreen,,,ready | passwordRequired | running,BackupScopeSummary | IncludeVaultToggle | DestinationSummary | StartBackupAction,,REQ-003 | REQ-074 | REQ-075,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P30
RST-001,恢复,:feature:transfer,restore/source,选择备份,fullScreen,,,content | loadingRemote | permissionError,SystemFilePickerAction | RepositorySnapshotPicker | DriveSnapshotPicker,,REQ-003 | REQ-076,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P31
RST-002,恢复,:feature:transfer,restore/{operationId}/password,输入恢复密码,fullScreen,operationId:StableId,,editing | verifying | wrongPassword | lockedDelay,SecurePasswordField | AttemptStatus | NoBackdoorNotice,,REQ-003 | REQ-076,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P31
RST-003,恢复,:feature:transfer,restore/{operationId}/inspect,检查备份,fullScreen,operationId:StableId,,checking | compatible | incompatibleBook | incompatibleCurrency | corrupt,BackupIdentitySummary | BookCompatibilityChecks | VersionMigrationSummary | ContentCounts | IntegrityChecks,,REQ-003 | REQ-076,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P31
RST-004,恢复,:feature:transfer,restore/{operationId}/mode,恢复方式,fullScreen,operationId:StableId,,content | mergeUnavailable,ReplaceRestoreCard | MergeRestoreCard | SafetySnapshotNotice | HighRiskConfirmAction,,REQ-003 | REQ-076,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P31
RST-005,恢复,:feature:transfer,restore/{operationId}/conflicts,解决合并冲突,fullScreen,operationId:StableId,,content | resolved | unresolved | purgeTombstoneWins,ConflictProgress | ConflictCard | ThreeWayComparison | ResolutionOptions | ApplyToSimilarToggle,,REQ-003 | REQ-076 | REQ-089,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P31
RST-006,恢复,:feature:transfer,restore/{operationId}/progress,正在恢复,fullScreen,operationId:StableId,,downloading | verifying | migrating | rebuilding | swapping | failedRollback | succeeded,OperationProgressPanel | PhaseTimeline | NonInterruptibleCommitNotice,,REQ-003 | REQ-076 | REQ-084,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P31
RST-007,恢复,:feature:transfer,restore/{operationId}/result,恢复结果,fullScreen,operationId:StableId,,success | rolledBack | failed,ResultHero | SafetySnapshotInfo | VerificationSummary | OpenAppAction,,REQ-003 | REQ-076,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P31
CLR-001,数据清除,:feature:settings,settings/clear-local,清除本机数据,fullScreen,,,content | confirming | clearing | failed,LocalDataScopeList | ExternalBackupExclusionNotice | TypedConfirmation | AuthenticationGate | ClearAction,,REQ-079,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P32
CLR-002,数据清除,:feature:transfer,backup/delete-cloud,删除云端备份,fullScreen,,,content | authRequired | deleting | failed,CloudSnapshotSelection | AuthenticationGate | TypedConfirmation | DeleteProgress,,REQ-079,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P31
ATT-001,附件,:core:files,attachment/{attachmentId}/preview,附件预览,fullScreen,attachmentId:StableId,,loading | image | unsupportedPreview | decryptError,SecureImagePreview | FileMetadata | RenameAction | OpenExternallyAction,,REQ-057,android_ledger_screen_contract_v1.yaml#screens,VERIFIED,P10 encrypted Coil preview logical metadata unsupported and sanitized decrypt-error states,P10-E003; P10-E005,P10
ATT-002,附件,:core:files,attachment/{attachmentId}/external-open,使用其他应用打开,dialog,attachmentId:StableId,,content,ExternalOpenRiskNotice | OpenAction,,REQ-057,android_ledger_screen_contract_v1.yaml#screens,VERIFIED,P10 explicit risk confirmation plus one-time expiring pipe authorization,P10-E003; P10-E005,P10
ATT-003,附件,:core:files,attachment/{attachmentId}/rename,重命名附件,dialog,attachmentId:StableId,DisplayName,editing | invalid,DisplayNameField,,REQ-057,android_ledger_screen_contract_v1.yaml#screens,VERIFIED,P10 sanitized logical display-name editing and invalid states,P10-E002; P10-E005,P10
SYS-001,系统权限,:core:geo,permission/location,允许保存位置,dialog,,,firstAsk | denied | permanentlyDenied,PermissionRationale | ContinueAction | NotNowAction,,REQ-054 | REQ-055,android_ledger_screen_contract_v1.yaml#screens,VERIFIED,P10 foreground-only first ask denied and permanently denied permission dialog,P10-E004; P10-E005,P10
SYS-002,系统权限,:core:background,permission/notifications,允许操作通知,dialog,,,firstAsk | denied,PermissionRationale | ContinueAction | NotNowAction,,,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P33
SYS-003,系统授权,:feature:transfer,authorization/drive,连接 Google Drive,fullScreen,,,disconnected | authorizing | connected | failed,DriveScopeExplanation | AuthorizeAction | DisconnectAction,,,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P30
SYS-004,系统安全,:core:security,device-security-required,需要设备屏幕锁,fullScreen,,,missing | configured,SecurityRequirementExplanation | OpenSystemSettingsAction,,,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P32
WGT-001,桌面小组件,:widget,widget/config/type/{appWidgetId},选择小组件,systemActivity,appWidgetId:Int,,content,WidgetTypeGrid,,REQ-001 | REQ-072,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P33
WGT-002,桌面小组件,:widget,widget/config/data/{appWidgetId}/{type},小组件内容,systemActivity,appWidgetId:Int | type:WidgetType,,content | noEligibleData,WidgetDataSelector | Preview,,REQ-001 | REQ-072,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P33
WGT-003,桌面小组件,:widget,widget/config/privacy/{appWidgetId},小组件隐私,systemActivity,appWidgetId:Int,,content,HideAmountDefault | RevealAmountOptIn | LockBehaviorSummary | SaveWidgetAction,,REQ-001 | REQ-072,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P33
